Datetime,MEDIAN Babs(1/Mm),MEAN Babs(1/Mm)
2021-12-14 16:44:31+0200,1078.54299960198,1070.23785574942
2021-12-14 16:44:36+0200,1057.48979726599,1072.07534458719
2021-12-14 16:44:41+0200,1060.32516007005,1073.30379360179
2021-12-14 16:44:46+0200,1102.36034958554,1069.96025015011
2021-12-14 16:44:51+0200,1071.53560126618,1061.24143092895
2021-12-14 16:44:56+0200,1054.74795899984,1053.72428792118
2021-12-14 16:45:01+0200,1028.16429627342,1051.01756317123
2021-12-14 16:45:06+0200,1044.28811990385,1054.17413777782
2021-12-14 16:45:11+0200,1058.83841992678,1060.75103829094
2021-12-14 16:45:16+0200,1062.91462196928,1069.06382221813
2021-12-14 16:45:21+0200,1101.08486401932,1081.1761026595
2021-12-14 16:45:26+0200,1085.69066751813,1093.85238975813
2021-12-14 16:45:31+0200,1113.15279882088,1105.69590577549
2021-12-14 16:45:36+0200,1130.35206933958,1118.23032286847
2021-12-14 16:45:41+0200,1137.02227722799,1132.52517590083
2021-12-14 16:45:46+0200,1121.38959193822,1144.91436599761
2021-12-14 16:45:51+0200,1143.47222175419,1151.94934762331
2021-12-14 16:45:56+0200,1167.64425358163,1154.61844860621
2021-12-14 16:46:01+0200,1174.51410284108,1153.71381901802
2021-12-14 16:46:06+0200,1131.69340763522,1156.07638997413
2021-12-14 16:46:11+0200,1122.95155195795,1165.66970125247
2021-12-14 16:46:16+0200,1178.38940647887,1177.89182144863
2021-12-14 16:46:21+0200,1191.11535044987,1189.353485152
2021-12-14 16:46:26+0200,1207.11944089175,1196.57391667374
2021-12-14 16:46:31+0200,1214.37813433189,1200.67936871891
2021-12-14 16:46:36+0200,1195.86010771629,1200.55138824499
2021-12-14 16:46:41+0200,1227.55975679587,1196.99773122977
2021-12-14 16:46:46+0200,1212.87522865293,1191.53561740288
2021-12-14 16:46:51+0200,1176.71962474798,1185.10711172394
2021-12-14 16:46:56+0200,1176.95018361921,1177.76499735447
2021-12-14 16:47:01+0200,1177.25970274128,1168.16282106332
2021-12-14 16:47:06+0200,1152.81903137369,1160.44195509197
2021-12-14 16:47:11+0200,1152.92083506553,1157.55267824454
2021-12-14 16:47:16+0200,1126.11696225559,1162.2711839371
2021-12-14 16:47:21+0200,1126.77263724936,1172.28675148179
2021-12-14 16:47:26+0200,1180.69618971645,1179.88616141251
2021-12-14 16:47:31+0200,1195.45252722378,1181.4933377819
2021-12-14 16:47:36+0200,1199.55064825294,1178.36751621597
2021-12-14 16:47:41+0200,1177.61074975177,1174.38882624582
2021-12-14 16:47:46+0200,1154.74903557859,1172.67121911906
2021-12-14 16:47:51+0200,1149.68225380361,1174.630509799
2021-12-14 16:47:56+0200,1163.59554228308,1175.88731289943
2021-12-14 16:48:01+0200,1194.02605922357,1176.36268353705
2021-12-14 16:48:06+0200,1198.28590606949,1181.82796289804
2021-12-14 16:48:11+0200,1162.27418835091,1192.82187912961
2021-12-14 16:48:16+0200,1158.02918202217,1206.29391224949
2021-12-14 16:48:21+0200,1222.44024975412,1220.82432567901
2021-12-14 16:48:26+0200,1228.44913501333,1230.0871332083
2021-12-14 16:48:31+0200,1236.71777263733,1234.09679893785
2021-12-14 16:48:36+0200,1236.64788430785,1235.59319869039
2021-12-14 16:48:41+0200,1218.8877564602,1233.60234020274
2021-12-14 16:48:46+0200,1267.28300516865,1227.0633771125
2021-12-14 16:48:51+0200,1227.940875288,1218.94536565296
2021-12-14 16:48:56+0200,1234.90451639059,1210.55754584169
2021-12-14 16:49:01+0200,1192.28683037241,1199.4700344868
2021-12-14 16:49:06+0200,1224.68374924764,1188.37988379487
2021-12-14 16:49:11+0200,1193.5011484246,1177.93651662162
2021-12-14 16:49:16+0200,1162.02652654932,1168.21450810734
2021-12-14 16:49:21+0200,1158.50165967781,1163.3189969526
2021-12-14 16:49:26+0200,1161.49817398282,1159.70442392726
2021-12-14 16:49:31+0200,1150.61075627182,1148.85772091818
2021-12-14 16:49:36+0200,1189.97726112584,1133.803015052
2021-12-14 16:49:41+0200,1118.22602772062,1117.41885737361
2021-12-14 16:49:46+0200,1114.7779161092,1109.48779599231
2021-12-14 16:49:51+0200,1100.65612959259,1111.6372983311
2021-12-14 16:49:56+0200,1079.92047729333,1120.71575576265
2021-12-14 16:50:01+0200,1140.58513115395,1130.18172007691
2021-12-14 16:50:06+0200,1132.92355993138,1133.57510683564
2021-12-14 16:50:11+0200,1160.35561440366,1135.0036289025
2021-12-14 16:50:16+0200,1118.37888250577,1139.50125631465
2021-12-14 16:50:21+0200,1122.66710500583,1149.06759074416
2021-12-14 16:50:26+0200,1140.34863370751,1161.90983649917
2021-12-14 16:50:31+0200,1174.13349704264,1171.21178054343
2021-12-14 16:50:36+0200,1187.2940638217,1173.78087057827
2021-12-14 16:50:41+0200,1193.02165143064,1170.00325027951
2021-12-14 16:50:46+0200,1191.09839956808,1161.82553717713
2021-12-14 16:50:51+0200,1138.00746550632,1153.46655026693
2021-12-14 16:50:56+0200,1148.32280727986,1150.85515563972
2021-12-14 16:51:01+0200,1148.52001162528,1155.00549443984
2021-12-14 16:51:06+0200,1127.58273846286,1160.70936441461
2021-12-14 16:51:11+0200,1148.29077199824,1163.39379886507
2021-12-14 16:51:16+0200,1186.77161270226,1159.02539753006
2021-12-14 16:51:21+0200,1203.56341970847,1148.94379939163
2021-12-14 16:51:26+0200,1132.37407979891,1140.59537843003
2021-12-14 16:51:31+0200,1125.64675525595,1139.98476417811
2021-12-14 16:51:36+0200,1111.09085805674,1147.05546893842
2021-12-14 16:51:41+0200,1155.04088739141,1158.26632232064
