end;ComPAS_V6_SaveIndex;ComPAS_V6_FPGAIndex;ComPAS_V6_BKG_Meas_Active;ComPAS_V6_Frequency_1_Hz;ComPAS_V6_Amplitude_1_uPa;ComPAS_V6_Phase_1_deg;ComPAS_V6_X1;ComPAS_V6_Y1;ComPAS_V6_Frequency_2_Hz;ComPAS_V6_Amplitude_2_uPa;ComPAS_V6_Phase_2_deg;ComPAS_V6_X2;ComPAS_V6_Y2;ComPAS_V6_X_Blue_a_u;ComPAS_V6_Y_Blue_a_u;ComPAS_V6_X_Green_a_u;ComPAS_V6_Y_Green_a_u;ComPAS_V6_X_Red_a_u;ComPAS_V6_Y_Red_a_u;ComPAS_V6_X_BKG_Blue_a_u;ComPAS_V6_Y_BKG_Blue_a_u;ComPAS_V6_X_BKG_Green_a_u;ComPAS_V6_Y_BKG_Green_a_u;ComPAS_V6_X_BKG_Red_a_u;ComPAS_V6_Y_BKG_Red_a_u;ComPAS_V6_T_Mean_C;ComPAS_V6_R_H_Mean_percent;ComPAS_V6_Pressure_Mean_bar;ComPAS_V6_PD1_Mean_V;ComPAS_V6_PD2_Mean_V;ComPAS_V6_Laser_Red_On_per_Off;ComPAS_V6_Laser_Green_On_per_Off;ComPAS_V6_Laser_Blue_On_per_Off;ComPAS_V6_Speaker_On_per_Off;ComPAS_V6_Valve_Position;ComPAS_V6_Laser_Power_On_per_Off;ComPAS_V6_Flow_lpm;ComPAS_V6_Laser_Power_0_5V;ComPAS_V6_Modulation_Power_0_5V;ComPAS_V6_Duty_Cycle_On_Time;ComPAS_V6_Laser_Current_Blue_mA;ComPAS_V6_Laser_Current_Green_mA;ComPAS_V6_Laser_Current_Red_mA;ComPAS_V6_Laser_Voltage_Blue_V;ComPAS_V6_Laser_Voltage_Green_V;ComPAS_V6_Laser_Voltage_Red_V;ComPAS_V6_X1_BKG;ComPAS_V6_Y1_BKG;ComPAS_V6_X1_Subtracted;ComPAS_V6_Y1_Subtracted;ComPAS_V6_R1_BKG_uPa;ComPAS_V6_Theta1_BKG_deg;ComPAS_V6_R1_uPa;ComPAS_V6_Theta1_deg;ComPAS_V6_R2_uPa;ComPAS_V6_Theta2_deg;ComPAS_V6_R1_BKG_Subtracted_1_per_Mm;ComPAS_V6_Theta1_BKG_Subtracted_deg;ComPAS_V6_R1_Green_1_per_Mm;ComPAS_V6_Theta1_Green_deg;ComPAS_V6_R1_BKG_Green_1_per_Mm;ComPAS_V6_Theta1_BKG_Green_deg
2022-09-06 10:39:00;68.0;4284.0;0;25002.999973;8.446531897;162.384406907;-548.0;174.0;25002.999973;5.694812911;5.101333927;-1221.0;-109.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.335662;49.716666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3;100.0;100.0;50.0;0.0;0.0261;0.0;0.0;-0.011318182;0.0;5598.233333333;-1720.033333333;-6146.233333333;1894.033333333;86.03579292248648;-17.079352381496665;8.446531896835912;162.3844069071309;18.008579650498465;-174.89866607306527;31.402789374196722;162.87270928893167;0.0;0.0;0.0;0.0
2022-09-06 10:42:00;157.5;4373.5;0;24946.538848378;237.008798925;-0.23372741;3880.894444444;1535.666666667;19299.872182578;29255.405570577;67.002149284;3048817.377777778;-3300564.194444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.472206781;49.778596296;0.0;0.0;0.0;0.0;0.733333333;0.0;0.733333333;0.0;0.733333333;1.3;100.0;100.0;50.0;0.0;546.604317929;0.0;0.0;4.373717727;0.0;5598.233333333;-1720.033333333;-1717.338888889;3255.7;86.03579292248648;-17.079352381496665;61.31396475854995;21.58866386871071;66008.1658728749;-47.27053275149389;17.972575847107766;117.81105676896857;0.0;0.0;0.0;0.0
2022-09-06 10:45:00;337.0;4553.0;0;25174.336955785;80.961213824;10.291414073;4029.392265193;-257.359116022;17474.336974646;15968.993974811;-13.840026041;866632.375690608;2531389.878453038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.68828021;49.859688766;0.0;0.0;0.0;0.0;0.408839779;0.0;0.408839779;0.0;0.408839779;1.3;100.0;100.0;50.0;0.0;316.051228026;0.0;0.0;6.017733702;0.0;5598.233333333;-1720.033333333;-1568.84106814;1462.674217311;86.03579292248648;-17.079352381496665;59.314889174322296;-3.654543391997065;39306.63873661471;71.10113647610841;10.47297988314861;137.00573867782956;0.0;0.0;0.0;0.0
2022-09-06 10:48:00;516.0;4732.0;1;25186.232612028;15.204508967;24.777680485;454.094972067;-64.804469274;17478.757499464;76.121485277;37.01073065;881.446927374;-15323.815642458;0.0;0.0;1.324022346;1.888268156;0.0;0.0;0.0;0.0;337.927374302;-49.491620112;0.0;0.0;23.724496916;49.843484171;0.0;0.0;0.0;0.0;0.072625698;0.061452514;0.072625698;0.072625698;0.072625698;1.3;100.0;100.0;50.0;0.0;60.564417725;0.0;0.0;6.017966074;0.0;5598.233333333;-1720.033333333;-5144.138361266;1655.22886406;86.03579292248648;-17.079352381496665;0;0;225.48847431197825;-86.7078957233687;8.60836420720953;145.77310778637522;0.011260499935354343;54.96249794737594;341.5323275532706;-8.332096437266728
2022-09-06 10:51:00;661.110785463;4877.110785463;1;24945.388537572;86.498602437;-16.428231219;5654.160609613;-1630.447245018;17143.136362808;984.407003794;91.518777828;5616.693434936;-211825.719812427;0.0;0.0;-19.582158531;5.474124427;0.0;0.0;0.0;0.0;5879.371405041;-1688.03583177;0.0;0.0;23.759248182;49.829382571;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.3;100.0;100.0;50.0;0.0;748.225022925;0.0;0.0;6.016695758;0.0;5598.340875342;-1720.517956233;55.819734271;90.070711215;86.03939428315195;-17.083575304182727;0;0;3112.945000514608;-88.48112192990642;6.74374853127045;154.5404768949209;0.09927930889941511;164.38184951171985;6116.9006112371335;-16.019387387226
2022-09-06 10:54:00;918.692982456;5134.692982456;1;24945.623786421;86.413711699;-17.256237566;5618.548245614;-1738.377192982;17143.345236904;986.256786366;91.0836415;4015.399122807;-212260.290935673;0.0;0.0;65.688785221;-21.876771132;0.0;0.0;0.0;0.0;5463.645877193;-1778.745371345;0.0;0.0;23.809727374;49.801160331;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.979532164;1.0;1.3;100.0;100.0;50.0;0.0;742.167002818;0.0;0.0;6.014509463;0.0;5510.165448343;-1786.293664717;108.382797271;47.916471735;85.09505392642559;-17.961734704341023;0;0;3118.793278346542;-88.9162457871451;4.879132855331369;163.30784600346655;0.3380575767946937;-18.4196471838054;5745.8995263970055;-18.033184958935408
2022-09-06 10:57:00;1033.065597668;5249.065597668;0;24945.681974897;76.002586568;-19.311465537;4882.841107872;-1706.34548105;17143.382907357;986.949748846;90.941937349;3494.008746356;-212417.190962099;0.0;0.0;99.869607474;-29.53106679;0.0;0.0;0.0;0.0;5442.727;-1793.545;0.0;0.0;23.79127356;49.801711856;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.3;100.0;100.0;50.0;0.0;741.8226586;0.0;0.0;6.014113319;0.0;5494.333333333;-1791.466666667;-611.492225462;85.121185617;84.89736333494685;-18.05892826413393;75.98580849470855;-19.26235106501259;3120.9624555060614;-89.05763793449951;3.0145171793922882;172.07521511201222;0.5085042547618442;-16.472749926857343;5730.626568147151;-18.238632223753616
2022-09-06 11:00:00;1301.0;5517.0;0;24949.659928;1003.880869;32.460967528;57658.0;36677.0;17146.11999;992.744969337;91.341514158;5003.0;-213638.0;0.0;0.0;53171.182091;37927.454091;0.0;0.0;0.0;0.0;5442.727;-1793.545;0.0;0.0;23.810566;49.723333333;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.3;100.0;100.0;50.0;0.0;742.000218182;0.0;0.0;6.013681818;0.0;5494.333333333;-1791.466666667;52163.666666667;38468.466666667;84.89736333494685;-18.05892826413393;1003.8808694657295;32.460967527643746;3139.335239486255;-88.65848584247527;316.4674282032144;36.40718270532174;318.8987269192438;35.50058456190642;5730.626568147151;-18.238632223753616
2022-09-06 11:03:00;1388.0;5604.0;0;24949.698361309;1032.016401994;31.625318815;59815.171428571;36830.76;17146.147212234;992.436466075;91.040645138;3880.4;-213590.44;0.0;0.0;54331.710922086;38564.799545503;0.0;0.0;0.0;0.0;5442.727;-1793.545;0.0;0.0;23.683310023;49.654927619;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.3;100.0;100.0;50.0;0.0;742.109318234;0.0;0.0;6.013468883;0.0;5494.333333333;-1791.466666667;54320.838095238;38622.226666667;84.89736333494685;-18.05892826413393;1031.9425916383627;31.622384470474366;3138.2938690301603;-88.95919458259628;325.43902607734015;35.41290454340569;325.31991521795874;35.367238493818625;5730.626568147151;-18.238632223753616
2022-09-06 11:06:00;1562.5;5778.5;0;24950.289508233;1046.167388665;31.37183199;60800.835227273;37068.340909091;17146.553924125;993.863858461;91.036205977;3869.829545455;-213897.943181818;0.0;0.0;55320.091698318;38880.724235534;0.0;0.0;0.0;0.0;5442.727;-1793.545;0.0;0.0;23.635167739;49.615236742;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.3;100.0;100.0;50.0;0.0;742.371831198;0.0;0.0;6.013440083;0.0;5494.333333333;-1791.466666667;55306.501893939;38859.807575758;84.89736333494685;-18.05892826413393;1046.1128284185136;31.369337327684573;3142.8077245081786;-88.96352105918795;330.03870476178616;35.0928895013633;330.1517154988156;35.10077133273642;5730.626568147151;-18.238632223753616
